r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
-0.205,univar,-0.208,negative linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Vicia fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
-0.127,univar,-0.127,negative linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Lespedeza rust),1°+consumer abundance,r,bioregulation,1,static,r,pop
-0.089,univar,-0.09,negative linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Asceplias fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
-0.063,univar,-0.063,negative linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Rudbeckia fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
-0.032,univar,-0.032,negative linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Liatris-Koeleria rust on K.),1°+consumer abundance,r,bioregulation,1,static,r,pop
0,univar,0,no,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Liatris-Koeleria rust on L.),1°+consumer abundance,r,bioregulation,1,static,r,pop
0,univar,0,no,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Schizachyrium fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
0.032,univar,0.032,positive linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Astragalus fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
0.187,univar,0.189,positive linear,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Euphrobia-Panicum rust on E.),1°+consumer abundance,r,bioregulation,1,static,r,pop
0.207,univar,0.21,positive,0,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Poa fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
0.551,univar,0.62,positive linear,2,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,disease severity (Elymus fungal leaf spot),1°+consumer abundance,r,bioregulation,1,static,r,pop
NA,,NA,negative log-linear,-2,Mitchell et al. 2002,12,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Consumer,above,pathogen load (c.v.),1°+consumer abundance,r,bioregulation,1,variable,s,com
NA,,NA,no,0,Niklaus et al. 2001,13,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,positive,2,Niklaus et al. 2001,13,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative linear,-2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,%N in plant,nutrient concentration plants,s,nutrient cycling,1,static,s,com
NA,,NA,positive linear,2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive linear,2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative linear,-2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,Ecosystem,eco,soil net N-mineralisation,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,negative linear,-2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,Ecosystem,eco,soil solution N,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive linear,2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,total plant N-content,nutrient concentration plants,s,nutrient cycling,1,static,s,eco
NA,,NA,negative,-2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,positive,2,Reich et al. 2001,14,S60,grassland,field,direct,substitutive,,juveniles,SpRichn,4,4,intermediate,74,16,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,positive linear,2,Spaekova and Leps 2001,15,S120,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,2,6,low,100,6,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive linear,2,Spaekova and Leps 2001,15,S120,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,2,6,low,100,6,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
0.344,multivar,0.358,positive linear,2,Burrows & Pfleger 2002a,17,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,4,intermediate,96,20,1°Producer,Mycorrhiza,symbiont,tot. spore number,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
0.394,multivar,0.416,positive linear,2,Burrows & Pfleger 2002a,17,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,4,intermediate,96,20,1°Producer,Mycorrhiza,symbiont,tot. spore volume,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,2,Burrows & Pfleger 2002a,17,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,4,intermediate,96,20,1°Producer,Mycorrhiza,symbiont,composition,Mycorrhiza diversity,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Burrows & Pfleger 2002a,17,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,4,intermediate,96,20,1°Producer,Mycorrhiza,symbiont,diversity,Mycorrhiza diversity,s,nutrient cycling,1,static,s,com
-0.829,univar,-1.184,negative linear,-2,McGrady-Steed et al. 1997,18,S140,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,7,high,16,32,Multitrophic,Ecosystem,eco,CO2-flux (std.dev),CO2,r,climate regulation,1,variable,r,eco
-0.801,univar,-1.1,negative linear,-2,McGrady-Steed et al. 1997,18,S140,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,7,high,16,32,Multitrophic,Ecosystem,eco,CO2-flux (std.dev),CO2,r,climate regulation,1,variable,r,eco
0.387,univar,0.409,positive linear,2,McGrady-Steed et al. 1997,18,S140,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,7,high,16,32,Multitrophic,Ecosystem,eco,CO2-flux,CO2,r,climate regulation,1,static,r,eco
0.671,univar,0.812,positive log-linear,2,McGrady-Steed et al. 1997,18,S140,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,7,high,16,32,Multitrophic,Detritivores,above,decomposition,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,no,0,McGrady-Steed et al. 1997,18,S140,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,7,high,16,32,Multitrophic,1°Consumer,within,Euplotes density (introduced invader),Invader 1°+consumer abundance,r,bioregulation,2,static,s,pop
-0.539,univar,-0.602,negative log-linear,-2,Hooper & Vitousek 1997,19,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,N-pool sizes in soil,soil nutrient supply,s,soil fertility,1,static,s,eco
-0.361,univar,-0.378,negative linear,0,Hooper & Vitousek 1997,19,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.608,univar,0.706,positive linear,0,Hooper & Vitousek 1997,19,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,N-pool sizes in soil; early seasonals only,soil nutrient supply,s,soil fertility,1,static,s,eco
0.812,univar,1.134,positive log-linear,2,Hooper & Vitousek 1997,19,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,1°Producer,same,biomass aboveground; early seasonal only,1°producer abundance,p,prim prod,1,static,s,com
-0.827,univar,-1.18,negative log-linear,-2,Diemer & Schmid 2001,22,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,44,48,1°Producer,1°Producer,same,no. of inflorescences Ranunculus repens,Invader 1°producer fecundity,r,bioregulation,2,static,s,pop
-0.708,univar,-0.884,negative log-linear,-2,Diemer & Schmid 2001,22,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,44,48,1°Producer,1°Producer,same,no. of inflorescences Ranunculus acris,Invader 1°producer fecundity,r,bioregulation,2,static,s,pop
-0.574,univar,-0.654,negative log-linear,-2,Diemer & Schmid 2001,22,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,44,48,1°Producer,1°Producer,same,survival of Ranunculus acris,Invader 1°producer survival,r,bioregulation,2,static,s,pop
-0.491,univar,-0.537,negative log-linear,-2,Diemer & Schmid 2001,22,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,44,48,1°Producer,1°Producer,same,survival of Ranunculus repens,Invader 1°producer survival,r,bioregulation,2,static,s,pop
NA,,NA,no,0,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Ecosystem,eco,CO2 respiration,CO2,r,climate regulation,1,static,r,eco
NA,,NA,negative,-2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,decomposition of grass,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,negative,-2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Ecosystem,eco,denitrification growth rate,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,negative,-2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,incorp. of leucin,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,Methane oxidation,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,negative,-2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Ecosystem,eco,NH4 in soil,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Ecosystem,eco,NO3 soil,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Ecosystem,eco,potential denitrification,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,no,0,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,biomass total (total phospholipid-P),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,substrate induced respiration,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,no,0,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,Thymidine incorp.,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,decomposition of grass,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,positive,2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,decomposition of grass,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,negative,-2,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,decomposition of grass,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
NA,,NA,positive,1,Griffiths et al. 2000,23,S70,soil community,greenhouse,indirect,,management,propagules/colonization,SpRichn,4,4,intermediate,12,NA,Detritivores,Detritivores,same,decomposition of grass,1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
0.09,univar,0.09,no,0,Dukes 2001b,24,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,59,16,1°Producer,1°Producer,same,invader biomass,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
0.343,univar,0.357,no,0,Dukes 2001b,24,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,59,16,1°Producer,1°Producer,same,biomass aboveground (controls),1°producer abundance,p,prim prod,1,static,s,com
0.458,univar,0.495,positive linear,2,Dukes 2001b,24,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,59,16,1°Producer,1°Producer,same,total biomass (resident species); diff. to control,1°producer abundance,r,bioregulation,1,variable,r,com
-0.843,univar,-1.23,negative log-linear,-2,Dukes 2002,25,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,60,16,1°Producer,1°Producer,same,biomass aboveground invader; new communities,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.728,univar,-0.924,negative log-linear,-2,Dukes 2002,25,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,60,16,1°Producer,1°Producer,same,biomass aboveground invader; established communities,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
NA,,NA,positive linear,1,Dukes 2002,25,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,60,16,1°Producer,1°Producer,same,biomass aboveground (resident spc.); portion to control,1°producer abundance,r,bioregulation,1,variable,s,com
NA,,NA,no,0,Dukes 2002,25,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,60,16,1°Producer,1°Producer,same,biomass aboveground (resident spc.); portion to control,1°producer abundance,r,bioregulation,1,variable,s,com
NA,,NA,positive,1,Dukes 2002,25,S50,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,intermediate,60,16,1°Producer,1°Producer,same,biomass aboveground (total),1°producer abundance,p,prim prod,1,static,s,com
0.061,univar,0.061,no,0,Mulder et al. 2001,26,S190,forest,greenhouse,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.172,univar,0.174,positive linear,2,Mulder et al. 2001,26,S190,forest,greenhouse,direct,substitutive,,juveniles,SpRichn,1,7,high,208,35,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,variable,s,com
NA,,NA,no,0,Symstad & Tilman 2001,27,S60,grassland,field,direct,additive,,removal,FgRichn,3,NA,low,30,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive,1,Symstad & Tilman 2001,27,S60,grassland,field,direct,additive,,removal,FgRichn,3,NA,low,30,NA,1°Producer,1°Producer,same,tissue N-concentration,nutrient concentration plants,s,nutrient cycling,1,static,s,com
NA,,NA,negative,-1,Symstad & Tilman 2001,27,S60,grassland,field,direct,additive,,removal,FgRichn,3,NA,low,30,NA,1°Producer,1°Producer,same,biomass aboveground (drought/non-drought),1°producer abundance,p,prim prod,1,variable,s,com
0.141,univar,0.142,no,0,Symstad et al. 1998,28,S180,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,4,5,intermediate,113,16,1°Producer,Ecosystem,eco,N retention,soil nutrient supply,s,soil fertility,1,static,s,eco
0.316,univar,0.327,positive not linear,2,Symstad et al. 1998,28,S180,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,4,5,intermediate,113,16,1°Producer,1°Producer,same,prod. aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.08,univar,0.08,no,0,Crawley et al. 1999,29,S160,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,4,high,72,5,1°Producer,1°Producer,same,no. of invader species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
